,Kandidátní listina,Poř.číslo,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Absolutní hlasy,Hlasy v %,Pořadí,Mandát,Rok
259,Občanská demokratická strana,27,Patera Miloš,Ing. ,40,ODS,ODS,3220,2.64,17,,2002
260,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",11,Pavelka František,Ing. ,46,ODA,ODA,744,3.05,,,2002
261,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",26,Pecka Pavel,,53,NK,US-DEU,494,2.03,,,2002
262,Česká str.sociálně demokrat.,37,Peer Miroslav,Mgr. ,45,ČSSD,ČSSD,1945,2.27,30,,2002
263,Karlovarská koalice,37,Pelc Jiří,,44,VPM,BEZPP,2117,2.10,28,,2002
264,NEZÁVISLÍ,34,Pelnářová Karin,,18,NEZ,BEZPP,150,2.20,,,2002
265,Strana demokrat.socialismu,28,Petr Jiří,,67,SDS,SDS,129,1.79,,,2002
266,Česká str.sociálně demokrat.,3,Petříková Jana,Mgr. ,44,ČSSD,ČSSD,2635,3.08,2,*,2002
267,Sdružení nezávislých,26,Pfeffer Karel,Ing. ,59,SNK ED,BEZPP,1102,2.39,22,,2002
268,Občanská demokratická strana,31,Pilař Jiří,Bc. ,41,ODS,ODS,3052,2.50,21,,2002
269,NEZÁVISLÍ,31,Pilná Radka,,21,NEZ,BEZPP,147,2.15,,,2002
270,Strana zelených,22,Pirstitz Štefan,,49,SZ,BEZPP,639,2.26,21,,2002
271,Karlovarská koalice,26,Píša Bronislav,,32,VPM,BEZPP,2468,2.45,17,,2002
272,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",2,Plachý Vojtěch,Ing. ,39,NK,US-DEU,1008,4.14,,,2002
273,Občanská demokratická strana,23,Plechatý Miroslav,,41,ODS,ODS,3120,2.55,13,,2002
274,Strana demokrat.socialismu,15,Plzák Václav,,48,SDS,SDS,154,2.14,,,2002
275,Strana zelených,34,Podařil Tomáš,,30,SZ,BEZPP,553,1.95,32,,2002
276,Sdružení nezávislých,1,Podlipný Jan,MUDr. ,62,SNK ED,BEZPP,1952,4.24,1,*,2002
277,Česká pravice,6,Podlipský Miroslav,MUDr. ,60,ČP,BEZPP,1025,5.90,,,2002
278,Karlovarská koalice,13,Podzemská Berenika,MUDr. ,36,KDU-ČSL,BEZPP,2706,2.69,6,,2002
279,Strana demokrat.socialismu,30,Pohanková Marta,,66,SDS,BEZPP,133,1.85,,,2002
280,Strana demokrat.socialismu,33,Pokluda Josef,Ing. ,74,SDS,SDS,140,1.94,,,2002
281,Česká str.sociálně demokrat.,21,Pokorný Radek,Ing. ,37,ČSSD,ČSSD,2234,2.61,14,,2002
282,Česká pravice,8,Poláchová Eva,,43,ČP,BEZPP,432,2.48,,,2002
283,Karlovarská koalice,22,Poustka Stanislav,MUDr. ,44,US-DEU,BEZPP,2986,2.97,13,,2002
284,Strana demokrat.socialismu,20,Procházka Jan,,62,SDS,SDS,136,1.89,,,2002
285,Strana zelených,35,Procházková Věra,,50,SZ,BEZPP,591,2.09,33,,2002
286,"Sdružení ČSNS, NK",12,Průša František,,50,ČSNS,ČSNS,105,2.81,,,2002
287,Česká pravice,7,Průšová Anna,,45,ČP,BEZPP,415,2.39,,,2002
288,"Sdružení ČSNS, NK",6,Průšová Daniela,,22,ČSNS,ČSNS,113,3.03,,,2002
289,Komunistická str.Čech a Moravy,31,Ptáčková Anna,,64,KSČM,KSČM,1802,2.51,25,,2002
290,Sdružení nezávislých,37,Purkar René,,32,SNK ED,BEZPP,848,1.84,33,,2002
291,Občanská demokratická strana,25,Puš Jiří,,48,ODS,ODS,3137,2.57,15,,2002
292,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",24,Pušová Jaroslava,,47,NK,US-DEU,512,2.10,,,2002
293,Občanská demokratická strana,19,Rédl Josef,Ing. ,38,ODS,ODS,3239,2.65,9,,2002
294,Karlovarská koalice,21,Rezek Jiří,Ing. ,55,KDU-ČSL,KDU-ČSL,2570,2.55,12,,2002
295,Strana demokrat.socialismu,19,Richter Jaroslav,Ing. ,74,SDS,BEZPP,138,1.92,,,2002
296,Občanská demokratická strana,15,Richter Václav,Mgr. ,33,ODS,ODS,3350,2.74,5,,2002
297,"Sdružení ČSNS, NK",5,Rittich Jan,Ing. ,70,ČSNS,ČSNS,111,2.98,,,2002
298,Česká pravice,24,Rohlová Miluše,,46,ČP,BEZPP,348,2.00,,,2002
299,"Sdružení ČSNS, NK",24,Rosenkranzová Anna,,53,NK,BEZPP,79,2.12,,,2002
300,Pravý Blok,1,Roubínek Miroslav,,27,PB,PB,274,28.60,,,2002
301,Karlovarská koalice,1,Roubínek Zdeněk,Mgr. ,44,US-DEU,US-DEU,3896,3.87,1,*,2002
302,NEZÁVISLÍ,33,Rousek Zdeněk,,20,NEZ,BEZPP,151,2.21,,,2002
303,Komunistická str.Čech a Moravy,30,Růžička František,,69,KSČM,KSČM,1797,2.50,24,,2002
304,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",3,Růžička Jaroslav,RNDr. ,40,NK,BEZPP,1172,4.81,,,2002
305,Karlovarská koalice,16,Růžička Richard,Mgr. ,39,US-DEU,US-DEU,2735,2.72,9,,2002
306,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",35,Růžičková Jana,,38,NK,BEZPP,424,1.74,,,2002
307,Česká pravice,35,Rybníčková Soňa,,32,ČP,BEZPP,301,1.73,,,2002
308,NEZÁVISLÍ,21,Sakmáryová Julie,,41,NEZ,BEZPP,148,2.17,,,2002
309,Sdružení nezávislých,8,Samec Jan,Mgr. ,46,SNK ED,BEZPP,1683,3.66,3,*,2002
310,Česká pravice,10,Sapoušková Olga,,40,ČP,BEZPP,596,3.43,,,2002
311,Komunistická str.Čech a Moravy,11,Saturková Jana,,60,KSČM,KSČM,1900,2.64,5,,2002
312,Karlovarská koalice,8,Sedláček Josef,,42,KDU-ČSL,KDU-ČSL,2602,2.58,2,,2002
313,Česká str.sociálně demokrat.,19,Sedláčková Marta,,60,ČSSD,ČSSD,2166,2.53,12,,2002
314,Komunistická str.Čech a Moravy,16,Seidl Vojtěch,,53,KSČM,KSČM,1913,2.66,10,,2002
315,"Sdružení ČSNS, NK",11,Semanová Vlasta,,53,ČSNS,ČSNS,137,3.67,,,2002
316,Pravý Blok,8,Severa Boris,,64,PB,BEZPP,39,4.07,,,2002
317,Karlovarská koalice,18,Schee Jaromír,MUDr. ,42,VPM,BEZPP,3269,3.25,3,*,2002
318,Strana zelených,36,Schmid Martin,,35,SZ,BEZPP,507,1.79,34,,2002
319,Česká pravice,2,Skála Jiří,Ing. ,60,ČP,BEZPP,511,2.94,,,2002
320,Česká pravice,4,Slabihoud Petr,,52,ČP,BEZPP,550,3.16,,,2002
321,"Sdružení ČSNS, NK",18,Sládková Dagmar,,47,ČSNS,ČSNS,111,2.98,,,2002
322,Sdružení nezávislých,28,Sládková Věra,,52,SNK ED,BEZPP,965,2.09,24,,2002
323,Česká pravice,37,Sláviková Eva,,43,ČP,BEZPP,274,1.57,,,2002
324,Strana demokrat.socialismu,8,Sliško Bedřich,,28,SDS,BEZPP,185,2.57,,,2002
325,Strana demokrat.socialismu,10,Slivoň Karol,,54,SDS,SDS,229,3.18,,,2002
326,"Sdružení ČSNS, NK",10,Smíšek Tomáš,,26,ČSNS,ČSNS,93,2.49,,,2002
327,Karlovarská koalice,2,Smutný Pavel,MUDr. ,44,KDU-ČSL,KDU-ČSL,3426,3.40,2,*,2002
328,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",21,Soukup Roman,,56,NK,BEZPP,511,2.10,,,2002
329,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",32,Soukupová Pavlína,,24,NK,BEZPP,466,1.91,,,2002
330,Sdružení nezávislých,3,Stádník Jiří,Mgr. ,36,SNK ED,BEZPP,1321,2.87,6,,2002
331,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",7,Stach Jan,,56,NK,BEZPP,610,2.50,,,2002
332,"Sdružení ČSNS, NK",15,Stehlík Michal,,27,ČSNS,ČSNS,82,2.20,,,2002
333,NEZÁVISLÍ,12,Stejskal Petr,,36,NEZ,BEZPP,173,2.54,,,2002
334,NEZÁVISLÍ,19,Stejskalová Jitka,,27,NEZ,BEZPP,250,3.67,,,2002
335,Komunistická str.Čech a Moravy,33,Stoerová Věra,,70,KSČM,KSČM,1756,2.44,27,,2002
336,Strana zelených,38,Straka Jakub,,23,SZ,BEZPP,483,1.71,36,,2002
337,NEZÁVISLÍ,29,Strnad Václav,,42,NEZ,BEZPP,143,2.10,,,2002
338,NEZÁVISLÍ,8,Suchá Eva,,37,NEZ,BEZPP,177,2.59,,,2002
339,Česká str.sociálně demokrat.,10,Suchý Dalibor,Ing. ,37,ČSSD,ČSSD,2321,2.71,5,,2002
340,"Sdružení ČSNS, NK",9,Suljaković Dino,,21,ČSNS,ČSNS,147,3.94,,,2002
341,"Sdružení ČSNS, NK",1,Suljakovićová Jitka,Mgr. ,44,ČSNS,ČSNS,411,11.03,,,2002
342,"Sdružení ČSNS, NK",13,Sušaninová Anna,,53,ČSNS,ČSNS,126,3.38,,,2002
343,NEZÁVISLÍ,25,Svoboda Jaroslav,,48,NEZ,BEZPP,177,2.59,,,2002
344,Sdružení nezávislých,32,Svoboda Josef,,52,SNK ED,BEZPP,996,2.16,28,,2002
345,Sdružení nezávislých,34,Sýkora Jaroslav,,41,SNK ED,BEZPP,944,2.05,30,,2002
346,Česká pravice,29,Šálek Antonín,Ing. ,73,ČP,BEZPP,296,1.70,,,2002
347,Česká str.sociálně demokrat.,5,Šendera Ivan,,62,ČSSD,ČSSD,2427,2.84,1,,2002
348,Sdružení nezávislých,27,Šestáková Vladimíra,,32,SNK ED,BEZPP,1018,2.21,23,,2002
349,Strana zelených,7,Ševčík Tomáš,,38,SZ,BEZPP,786,2.78,9,,2002
350,Sdružení nezávislých,35,Ševčíková Zdena,,51,SNK ED,BEZPP,910,1.97,31,,2002
351,Komunistická str.Čech a Moravy,17,Šimandl Václav,,70,KSČM,KSČM,1884,2.62,11,,2002
352,Komunistická str.Čech a Moravy,29,Šinágl Josef,,72,KSČM,KSČM,1827,2.54,23,,2002
353,Česká str.sociálně demokrat.,14,Šípek Martin,RNDr. ,39,ČSSD,ČSSD,2471,2.89,6,*,2002
354,Karlovarská koalice,7,Škapík Pavel,,41,US-DEU,US-DEU,3019,3.00,7,*,2002
355,NEZÁVISLÍ,17,Škapíková Ludmila,,35,NEZ,BEZPP,259,3.80,,,2002
356,NEZÁVISLÍ,9,Škarba Drahomír,,47,NEZ,BEZPP,168,2.46,,,2002
357,Sdružení nezávislých,17,Šlechta Roman,Mgr. ,36,SNK ED,BEZPP,1196,2.60,13,,2002
358,Strana za životní jistoty,21,Šmídová Eva,,61,SŽJ,SŽJ,90,9.93,,,2002
359,Občanská demokratická strana,30,Šmucler Jan,,57,ODS,ODS,3025,2.48,20,,2002
360,Pravý Blok,11,Špaček Lubomír,,62,PB,BEZPP,59,6.15,,,2002
361,Strana demokrat.socialismu,12,Špirko Martin,,27,SDS,BEZPP,157,2.18,,,2002
362,Komunistická str.Čech a Moravy,20,Špíšek Dušan,,73,KSČM,KSČM,1833,2.55,14,,2002
363,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",28,Šporová Ladislava,,45,NK,BEZPP,544,2.23,,,2002
364,NEZÁVISLÍ,38,Štégrová Lenka,,25,NEZ,BEZPP,145,2.12,,,2002
365,Občanská demokratická strana,37,Štěpánková Marie,,84,ODS,ODS,2617,2.14,27,,2002
366,Česká str.sociálně demokrat.,17,Štěpánová Eva,Ing. ,54,ČSSD,ČSSD,2292,2.68,10,,2002
367,Česká str.sociálně demokrat.,33,Štěpánová Petra,,25,ČSSD,ČSSD,1993,2.33,26,,2002
368,Občanská demokratická strana,21,Štěpánovský Richard,,21,ODS,ODS,3132,2.56,11,,2002
369,Česká pravice,38,Štětinová Miloslava,Mgr. ,51,ČP,BEZPP,339,1.95,,,2002
370,NEZÁVISLÍ,26,Štrajt David,,18,NEZ,BEZPP,161,2.36,,,2002
371,Komunistická str.Čech a Moravy,34,Šubert Ivan,,70,KSČM,KSČM,1747,2.43,28,,2002
372,Česká pravice,33,Šuličová Ivana,,40,ČP,BEZPP,295,1.69,,,2002
373,"Sdružení ČSNS, NK",4,Šustr Tomáš,,27,ČSNS,ČSNS,107,2.87,,,2002
374,Strana demokrat.socialismu,18,Šváchová Marie,,50,SDS,BEZPP,182,2.53,,,2002
375,Sdružení nezávislých,33,Švec Ivo,Pharm. Dr. ,43,SNK ED,BEZPP,1061,2.30,29,,2002
376,Karlovarská koalice,23,Švehlová Emilie,,47,KDU-ČSL,KDU-ČSL,2433,2.42,14,,2002
377,Strana zelených,33,Švestková Jaroslava,,36,SZ,BEZPP,578,2.04,31,,2002
378,NEZÁVISLÍ,23,Talaš Jan,,19,NEZ,BEZPP,164,2.40,,,2002
379,Komunistická str.Čech a Moravy,7,Tišler Tomáš,Ing. ,58,KSČM,KSČM,2016,2.80,1,,2002
380,Občanská demokratická strana,29,Tkačev Petr,Ing. ,52,ODS,ODS,3010,2.46,19,,2002
381,Občanská demokratická strana,17,Tomášek Zdeněk,,47,ODS,ODS,3225,2.64,7,,2002
382,Sdružení nezávislých,31,Trněný Milan,,51,SNK ED,BEZPP,985,2.14,27,,2002
383,Karlovarská koalice,5,Trubač Ladislav,Ing. ,44,VPM,BEZPP,3059,3.04,5,*,2002
384,Strana zelených,8,Tymich Jiří,Ing. ,29,SZ,BEZPP,875,3.09,4,,2002
385,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",30,Uchytilová Barbora,,25,NK,BEZPP,496,2.03,,,2002
386,"Sdružení ČSNS, NK",19,Urbanec Lubomír,Ing. ,73,ČSNS,ČSNS,79,2.12,,,2002
387,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",36,Vaněček Roman,,52,NK,BEZPP,401,1.64,,,2002
388,Česká pravice,5,Vébr Jaroslav,,57,ČP,BEZPP,468,2.69,,,2002
389,Česká pravice,11,Večeřová Irena,,43,ČP,BEZPP,427,2.45,,,2002
390,Česká pravice,34,Vegrichtová Karla,,48,ČP,BEZPP,304,1.75,,,2002
391,NEZÁVISLÍ,36,Veselá Ludmila,,35,NEZ,BEZPP,152,2.23,,,2002
392,Občanská demokratická strana,4,Veselý Jiří,Ing. ,43,ODS,ODS,3516,2.88,7,*,2002
393,Občanská demokratická strana,18,Vighová Eva,,28,ODS,ODS,3212,2.63,8,,2002
394,"Dem.K.V.-S.ODA, N.P.a Zak.č.US",19,Vinš Jan,Ing. ,28,ODA,ODA,577,2.37,,,2002
395,Karlovarská koalice,24,Vinš Michal,MUDr. ,51,VPM,BEZPP,2908,2.89,15,,2002
396,NEZÁVISLÍ,1,Vlasatý Václav,,44,NEZ,NEZ,456,6.69,,,2002
397,Česká str.sociálně demokrat.,31,Voběrka František,,64,ČSSD,ČSSD,2006,2.35,24,,2002
398,Strana demokrat.socialismu,6,Vojáček Ivan,Mgr. ,59,SDS,SDS,239,3.32,,,2002
399,Sdružení nezávislých,20,Volf Petr,,60,SNK ED,BEZPP,1119,2.43,16,,2002
400,Sdružení nezávislých,23,Voves Karel,,56,SNK ED,BEZPP,1070,2.32,19,,2002
401,Karlovarská koalice,10,Vránová Simona,,40,KDU-ČSL,KDU-ČSL,2577,2.56,4,,2002
402,Občanská demokratická strana,1,Vrzal Ivan,,35,ODS,ODS,3687,3.02,2,*,2002
403,Karlovarská koalice,6,Walter Aleš,MVDr. ,52,KDU-ČSL,KDU-ČSL,2865,2.85,1,,2002
404,Strana zelených,14,Walterová Karolína,,27,SZ,BEZPP,672,2.38,13,,2002
405,Strana zelených,16,Weiss Milan,,45,SZ,BEZPP,680,2.40,15,,2002
406,Česká str.sociálně demokrat.,9,Wernerová Markéta,,19,ČSSD,BEZPP,2290,2.68,4,,2002
407,Sdružení nezávislých,21,Witovski Roman,,55,SNK ED,BEZPP,1027,2.23,17,,2002
408,NEZÁVISLÍ,20,Würknerová Jana,,30,NEZ,BEZPP,145,2.12,,,2002
409,Karlovarská koalice,15,Zábranský Miroslav,,50,KDU-ČSL,BEZPP,2731,2.71,8,,2002
410,Česká str.sociálně demokrat.,32,Záhora Jiří,,63,ČSSD,ČSSD,1977,2.31,25,,2002
411,Česká str.sociálně demokrat.,28,Záhorová Věra,,72,ČSSD,ČSSD,2043,2.39,21,,2002
412,Občanská demokratická strana,26,Zach Alois,Ing. ,44,ODS,ODS,3107,2.54,16,,2002
413,Občanská demokratická strana,16,Zachariáš Filip,,24,ODS,ODS,3255,2.66,6,,2002
414,Česká pravice,12,Zajíčková Jarmila,Ing. ,54,ČP,BEZPP,536,3.08,,,2002
415,Karlovarská koalice,32,Zatloukal Vít,MVDr. ,32,VPM,BEZPP,2383,2.37,23,,2002
416,Komunistická str.Čech a Moravy,18,Zdeněk Stanislav,,63,KSČM,KSČM,1851,2.57,12,,2002
417,"Sdružení ČSNS, NK",3,Zelenková Marcela,,38,ČSNS,ČSNS,121,3.24,,,2002
418,Strana zelených,3,Zeman Emil,,55,SZ,SZ,811,2.87,8,,2002
419,Česká str.sociálně demokrat.,2,Zeman Martin,,45,ČSSD,ČSSD,2617,3.06,3,*,2002
420,Pravý Blok,5,Zimmermann Bedřich,,60,PB,BEZPP,84,8.76,,,2002
421,Pravý Blok,6,Zimmermann Jan,,19,PB,BEZPP,75,7.82,,,2002
422,Strana zelených,27,Zoubek Václav,,48,SZ,BEZPP,631,2.23,25,,2002
423,Strana zelených,2,Žlebek Pavel,RNDr. ,58,SZ,SZ,1458,5.16,2,*,2002
424,"Karlovarská koal.-KDU-ČSL, VPM",29,Albrechtová Gabriela MUDr.,MUDr.,31,KDU-ČSL,KDU-ČSL,775,"2,21",27,,2006
425,Karlovar.občanská alternativa,14,Anděl Jan MUDr.,MUDr.,44,KOA,KOA,1534,"3,52",1,,2006
426,"Karlovarská koal.-KDU-ČSL, VPM",32,Antonik Jozef,,62,VPM,BEZPP,816,"2,33",30,,2006
427,Balbínova poetická strana,13,Axmann Martin,,37,BPS,BEZPP,139,"2,97",,,2006
428,Strana zelených,4,Balák Libor,,45,SZ,BEZPP,1305,"4,51",1,,2006
429,Občanská demokratická strana,9,Balek Jan,,32,ODS,ODS,4761,"2,66",9,*,2006
430,Strana zelených,3,Balík Michal Mgr.,Mgr.,30,SZ,SZ,964,"3,33",4,,2006
431,"Karlovarské fórum -US-DEU, NK",33,Bálková Marie,,29,NK,BEZPP,204,"1,68",,,2006
432,Karlovar.občanská alternativa,33,Balounová Libuše,,82,KOA,KOA,930,"2,13",30,,2006
433,"Karlovarské fórum -US-DEU, NK",7,Barfussová Eva Mgr.,Mgr.,40,US-DEU,US-DEU,311,"2,57",,,2006
434,Balbínova poetická strana,28,Bariak Dušan,,37,BPS,BEZPP,113,"2,41",,,2006
435,Karlovar.občanská alternativa,13,Baroch Petr Ing.,Ing.,42,KOA,KOA,1155,"2,65",11,,2006
436,Občanská demokratická strana,35,Bártík Josef Ing.,Ing.,77,ODS,ODS,4182,"2,33",20,,2006
437,Občanská demokratická strana,34,Bártl Milan Ing. Mgr.,Ing.,38,ODS,ODS,4318,"2,41",19,,2006
438,"Karlovarská koal.-KDU-ČSL, VPM",26,Bartošek Otakar,,67,VPM,BEZPP,823,"2,35",24,,2006
439,Karlovar.občanská alternativa,16,Bartošová Věra,,34,KOA,KOA,1245,"2,86",13,,2006
440,Karlovar.občanská alternativa,12,Bártová Hana,,56,KOA,KOA,1020,"2,34",10,,2006
441,Komunistická str.Čech a Moravy,29,Bartůněk Josef,,72,KSČM,KSČM,1491,"2,49",24,,2006
442,Občanská demokratická strana,23,Bauer Josef Ing.,Ing.,56,ODS,ODS,4674,"2,61",8,,2006
443,Komunistická str.Čech a Moravy,10,Beláňová Květoslava Ing.,Ing.,62,KSČM,KSČM,1605,"2,68",5,,2006
444,STRANA ROVNOST ŠANCÍ,1,Bergerová Štěpánka Ing.,Ing.,40,SRŠ,SRŠ,626,"9,74",,,2006
445,Komunistická str.Čech a Moravy,16,Bernard Pavel,,62,KSČM,KSČM,1548,"2,58",11,,2006
446,Komunistická str.Čech a Moravy,3,Bešťáková Kamila PhDr.,PhDr.,62,KSČM,KSČM,1880,"3,14",4,*,2006
447,Česká str.sociálně demokrat.,26,Bežová Jana,,54,ČSSD,ČSSD,2782,"2,54",17,,2006
448,"Karlovarská koal.-KDU-ČSL, VPM",22,Bláha Pavel,,59,VPM,BEZPP,790,"2,25",20,,2006
449,STRANA ROVNOST ŠANCÍ,11,Blahoutová Blanka,,40,SRŠ,BEZPP,216,"3,36",,,2006
450,Komunistická str.Čech a Moravy,2,Borka Jaroslav Mgr.,Mgr.,54,KSČM,KSČM,1998,"3,34",1,*,2006
451,Strana zelených,29,Bouša Jaroslav,,62,SZ,BEZPP,653,"2,25",27,,2006
452,Česká str.sociálně demokrat.,25,Bozděchová Anna,,64,ČSSD,ČSSD,2777,"2,53",16,,2006
453,Občanská demokratická strana,5,Brdlík Jiří MUDr.,MUDr.,49,ODS,ODS,5371,"3,00",2,*,2006
454,SNK Evropští demokraté,5,Brož Jiří Mgr.,Mgr.,37,SNK ED,ODA,946,"2,71",8,,2006
455,Občanská demokratická strana,28,Bursík Petr Ing.,Ing.,30,ODS,ODS,4778,"2,67",13,,2006
456,Česká str.sociálně demokrat.,35,Cenov Valentin Ing.,Ing.,63,ČSSD,ČSSD,2571,"2,35",26,,2006
457,NEZ.DEMOKRATÉ(předs.V.Železný),31,Coubal Vít,,34,NEZ/DEM,BEZPP,303,"2,43",,,2006
458,Strana zelených,35,Czerneková Jana,,62,SZ,BEZPP,589,"2,03",33,,2006
459,Balbínova poetická strana,17,Čácha Tomáš,,32,BPS,BEZPP,167,"3,57",,,2006
460,"Karlovarské fórum -US-DEU, NK",28,Čechurová Věra,,23,NK,BEZPP,244,"2,01",,,2006
461,Česká str.sociálně demokrat.,12,Čermák Jindřich Bc.,Bc.,24,ČSSD,ČSSD,2980,"2,72",3,,2006
462,STRANA ROVNOST ŠANCÍ,8,Černá Iva,,34,SRŠ,BEZPP,230,"3,58",,,2006
463,Strana zelených,31,Černogurská Lenka,,36,SZ,BEZPP,665,"2,29",29,,2006
464,NEZ.DEMOKRATÉ(předs.V.Železný),24,Čihařová Vladimíra,,41,NEZ/DEM,BEZPP,330,"2,64",,,2006
465,STRANA ROVNOST ŠANCÍ,18,Čumplová Dagmar,,76,SRŠ,BEZPP,167,"2,60",,,2006
466,Balbínova poetická strana,18,Danko Martin,,37,BPS,BEZPP,116,"2,48",,,2006
467,SNK Evropští demokraté,6,David Viktor,,50,SNK ED,SNK ED,910,"2,61",9,,2006
468,Česká str.sociálně demokrat.,6,Dietz Jiří,,40,ČSSD,ČSSD,3120,"2,85",6,*,2006
469,"Karlovarská koal.-KDU-ČSL, VPM",34,Diviš Jiří,,53,VPM,BEZPP,902,"2,57",32,,2006
470,Balbínova poetická strana,26,Diviš Petr,,43,BPS,BEZPP,243,"5,19",,,2006
471,"Karlovarská koal.-KDU-ČSL, VPM",31,Dolanská Helenka,,58,KDU-ČSL,BEZPP,794,"2,26",29,,2006
472,Komunistická str.Čech a Moravy,28,Doležal Břetislav,,71,KSČM,KSČM,1491,"2,49",23,,2006
473,Komunistická str.Čech a Moravy,9,Doležalová Danuše,,61,KSČM,KSČM,1600,"2,67",4,,2006
474,Komunistická str.Čech a Moravy,32,Doležalová Marie,,74,KSČM,KSČM,1481,"2,47",27,,2006
475,Občanská demokratická strana,6,Donth Arnošt,,45,ODS,ODS,5039,"2,81",6,*,2006
476,NEZ.DEMOKRATÉ(předs.V.Železný),4,Douda Jan,,33,NEZ/DEM,NEZ/DEM,378,"3,03",,,2006
477,Občanská demokratická strana,31,Douša Martin,,36,ODS,ODS,4437,"2,48",16,,2006
478,STRANA ROVNOST ŠANCÍ,24,Drholcová Jaroslava,,58,SRŠ,BEZPP,152,"2,36",,,2006
479,SNK Evropští demokraté,18,Duda Josef,,42,SNK ED,ODA,813,"2,33",17,,2006
480,NEZ.DEMOKRATÉ(předs.V.Železný),33,Dudl Václav,,31,NEZ/DEM,NEZ/DEM,277,"2,22",,,2006
481,"Karlovarské fórum -US-DEU, NK",22,Duháček František Bc.,Bc.,25,NK,BEZPP,253,"2,09",,,2006
482,Balbínova poetická strana,27,Duntsák Robert,,30,BPS,BEZPP,128,"2,73",,,2006
483,Karlovar.občanská alternativa,30,Dusilová Jana,,35,KOA,KOA,1010,"2,32",27,,2006
484,Karlovar.občanská alternativa,27,Dušek Jan Ing.,Ing.,42,KOA,KOA,993,"2,28",24,,2006
485,NEZ.DEMOKRATÉ(předs.V.Železný),13,Dušek Jiří,,61,NEZ/DEM,NEZ/DEM,301,"2,41",,,2006
486,NEZ.DEMOKRATÉ(předs.V.Železný),1,Dušek Martin,,33,NEZ/DEM,NEZ/DEM,406,"3,25",,,2006
487,"Karlovarské fórum -US-DEU, NK",37,Dvořák David,,31,NK,BEZPP,208,"1,71",,,2006
488,Komunistická str.Čech a Moravy,15,Dvořák Leopold,,64,KSČM,KSČM,1555,"2,59",10,,2006
489,Občanská demokratická strana,38,Dvořáková Božena,,55,ODS,ODS,3946,"2,20",23,,2006
490,Komunistická str.Čech a Moravy,6,Ettlerová Naděžda,,51,KSČM,KSČM,1674,"2,79",1,,2006
491,STRANA ROVNOST ŠANCÍ,12,Felixová Jana,,58,SRŠ,BEZPP,223,"3,47",,,2006
492,Česká str.sociálně demokrat.,7,Fiala Jaroslav Ing. CSc.,Ing.,50,ČSSD,ČSSD,3097,"2,83",7,*,2006
493,"Karlovarské fórum -US-DEU, NK",36,Fikrt Martin,,43,NK,BEZPP,230,"1,90",,,2006
494,Balbínova poetická strana,23,Filip Jan,,38,BPS,BEZPP,120,"2,56",,,2006
495,STRANA ROVNOST ŠANCÍ,22,Filipová Eva,,71,SRŠ,BEZPP,158,"2,46",,,2006
496,Komunistická str.Čech a Moravy,37,Foud František Ing.,Ing.,78,KSČM,KSČM,1408,"2,35",32,,2006
497,"Karlovarská koal.-KDU-ČSL, VPM",16,Frančík František Mgr.,Mgr.,48,VPM,BEZPP,884,"2,52",14,,2006
498,NEZ.DEMOKRATÉ(předs.V.Železný),20,Friš Vladimír,,32,NEZ/DEM,BEZPP,313,"2,51",,,2006
499,STRANA ROVNOST ŠANCÍ,2,Fritscherová Hana Mgr.,Mgr.,45,SRŠ,BEZPP,405,"6,30",,,2006
500,Česká str.sociálně demokrat.,36,Frous Martin Bc.,Bc.,37,ČSSD,ČSSD,2503,"2,28",27,,2006
501,Karlovar.občanská alternativa,10,Frühauf Jiří Mgr.,Mgr.,36,KOA,KOA,1253,"2,88",8,,2006
502,NEZ.DEMOKRATÉ(předs.V.Železný),19,Fujdiar Jaroslav,,32,NEZ/DEM,BEZPP,375,"3,01",,,2006
503,SNK Evropští demokraté,12,Gabányiová Lucie JUDr.,JUDr.,44,SNK ED,ODA,1248,"3,57",2,,2006
504,Karlovar.občanská alternativa,18,Gerba Radek,,41,KOA,KOA,1056,"2,42",15,,2006
505,NEZ.DEMOKRATÉ(předs.V.Železný),11,Grimm Martin,,39,NEZ/DEM,NEZ/DEM,340,"2,72",,,2006
506,Balbínova poetická strana,16,Grubr Jiří,,40,BPS,BEZPP,140,"2,99",,,2006
507,Česká str.sociálně demokrat.,21,Hala Jan,,56,ČSSD,ČSSD,2793,"2,55",12,,2006
508,Komunistická str.Čech a Moravy,31,Hálová Marie,,73,KSČM,KSČM,1481,"2,47",26,,2006
509,STRANA ROVNOST ŠANCÍ,6,Hamáčková Adéla Mgr.,Mgr.,45,SRŠ,BEZPP,351,"5,46",,,2006
